,X,Year,Site,Temp,pcnt,Pop,PopWt,PopSE,Species,BMpcnt,pcntSE
419,419,2011,C56,16.18222222,0.4375,-0.00764142,0.066666667,0.484048593,Species2,0.405453741,0.124019593
423,423,2011,C24,15.81111111,0.428571429,-0.119272239,0.416666667,0.849828879,Species2,0.08268633,0.187043906
424,424,2011,C73,15.52444444,0,-0.179698196,0.666666667,0.811468307,Species2,-0.26744987,0.212132034
426,426,2012,C36,15.32444444,0.285714286,-0.172812869,4,0.292688063,Species2,0.497447252,0.120736322
428,428,2012,C13,15.31555556,0.5,-0.025046032,0.083333333,0.957953949,Species2,1.042102402,0.204124145
432,432,2012,C06,15.01333333,0.24,0.505918499,1.333333333,0.995641095,Species2,0.718919099,0.085416626
433,433,2012,C78,15.32444444,0.5,0.205169211,1.5,0.509363454,Species2,-0.323954865,0.204124145
434,434,2012,C49,15.12888889,0.230769231,0.489085062,4.285714286,0.540619979,Species2,2.59924477,0.116854542
435,435,2012,C66,15.05111111,0.285714286,0.380071785,2.333333333,0.612577672,Species2,-1.562736423,0.170746944
436,436,2012,C19,15.32444444,0.047619048,0.269200954,5,0.341112651,Species2,0.011228702,0.046471432
437,437,2012,C47,14.86888889,0.285714286,-0.060615798,0.261764706,0.794430705,Species2,1.174124469,0.170746944
438,438,2012,C09,15.12888889,0.3,0.104163338,0.375,0.827738825,Species2,0.032033778,0.144913767
439,439,2012,C69,15.33555556,0,0.227400613,0.714285714,0.862811246,Species2,0.212050437,0.106066017
440,440,2012,C04,15.32444444,0.333333333,0.08605544,0.5,0.575267741,Species2,-0.069110165,0.121716124
441,441,2012,C31,15.38444444,0.3,-0.072604351,1.2,0.360989857,Species2,0.37049207,0.144913767
442,442,2012,C56,15.55555556,0.166666667,-0.175645288,1.4,0.519227724,Species2,0.394001129,0.152145155
444,444,2012,C75,15.01333333,0.5,5.017279837,1,2.853555132,Species2,0.44646937,0.158113883
446,446,2012,C02,15.33555556,0.307692308,0,1.00E-04,0.444281779,Species2,0.312068931,0.128007738
447,447,2012,C58,15.12888889,0,-2.275254284,2.295454545,2.525612695,Species2,0.865934064,0.212132034
448,448,2012,C73,14.93555556,0,0.223578751,0.848484848,0.865942602,Species2,-0.512482911,0.3
450,450,2012,C82,15.12888889,1,-2.24241738,2.194444444,2.617251803,Species2,-1.371837699,0
451,451,2012,C46,14.72444444,0,5.377423871,5.5,0.487771093,Species2,-0.635881713,0.3
452,452,2012,C24,15.31555556,0.5,0.141509912,0.5,0.878309237,Species2,1.653075953,0.353553391
454,454,2005,C32,16.51777778,0,0.340381925,3.857142857,0.419694879,Species2,1.34496053,0.15
455,455,2005,C31,15.85555556,0.666666667,0.110915184,1.4,0.42798682,Species2,-0.087654556,0.15713484
456,456,2005,C53,16.64888889,0.285714286,-0.273299049,2.333333333,0.509714861,Species2,1.691670355,0.170746944
458,458,2005,C30,16.45555556,0.25,0.171268191,2.333333333,0.397888714,Species2,0.709225548,0.153093109
461,461,2005,C09,16.02222222,0,-0.481558269,2.035714286,0.820359908,Species2,3.174405374,0.3
462,462,2005,C24,15.76666667,0.125,-0.086129154,0.333333333,0.794085228,Species2,3.181709439,0.116926793
464,464,2005,C20,16.02222222,0.6,-0.070540056,0.707692308,0.478066506,Species2,-1.663416336,0.219089023
466,466,2005,C48,16.69777778,0,-0.577783809,5.571428571,0.503696188,Species2,2.733799797,0.212132034
467,467,2005,C56,16.53777778,0.444444444,0.241601615,2.666666667,0.438587698,Species2,-1.771392951,0.117121395
469,469,2005,C02,16.09555556,0.181818182,1.875200073,4,1.985145957,Species2,0.179308407,0.1162913
470,470,2005,C11,16.09555556,0.666666667,3.231933955,7,0.437597419,Species2,2.140216157,0.272165527
471,471,2005,C61,16.51777778,0.4,0.235756483,2.444444444,0.473657455,Species2,1.629009771,0.154919334
473,473,2005,C55,16.51777778,0.222222222,0.09449301,0.5,0.621164883,Species2,2.370987458,0.138579903
474,474,2005,C19,16.04222222,0.416666667,0.073102483,1,0.368888129,Species2,-0.002698831,0.142318761
478,478,2005,C60,17.13111111,0.4375,0.100670567,1.5,0.352730953,Species2,-1.389905276,0.087695095
480,480,2006,C32,17.59111111,0.625,-0.580232634,5.885714286,0.492344269,Species2,-0.605808651,0.171163299
481,481,2006,C53,17.58222222,0.375,0.56717772,5.666666667,0.48506148,Species2,0.189714979,0.171163299
482,482,2006,C30,17.20888889,0.428571429,0.184300537,3,0.343998399,Species2,-0.775273292,0.187043906
483,483,2006,C13,16.44666667,0,-0.18055321,0.666666667,0.879845989,Species2,1.974389375,0.15
484,484,2006,C09,16.68222222,0.5,0.321966693,1.25,0.745849953,Species2,-0.456698732,0.25
486,486,2006,C66,16.46444444,0.235294118,-0.220735715,0.95,0.738014443,Species2,-0.168744831,0.102879368
488,488,2006,C20,16.68222222,0,-0.539527613,4.0375,0.540271885,Species2,1.554739612,0.173205081
490,490,2006,C11,16.94444444,0,0.522409244,5,0.46946303,Species2,-0.339021137,0.212132034
491,491,2006,C61,17.59111111,0.615384615,-0.364554169,3.555555556,0.477336791,Species2,-0.049597383,0.134932003
492,492,2006,C55,17.59111111,0.181818182,-0.401385918,1.833333333,0.654965931,Species2,-0.407421185,0.1162913
493,493,2006,C19,17.36666667,0.307692308,-0.680154026,7,0.489514952,Species2,-1.632140065,0.128007738
496,496,2006,C56,17.29111111,0.5,-0.208011286,2.333333333,0.43378577,Species2,-1.309702998,0.176776695
497,497,2006,C60,17.86,0.285714286,-0.338705084,4.5,0.403563175,Species2,-2.177730412,0.120736322
498,498,2006,C24,16.44666667,0.333333333,0.165424756,0.666666667,0.739191505,Species2,-4.217961579,0.19245009
500,500,2006,C31,16.52444444,0.5,-0.015111512,0.2,0.400459509,Species2,-1.918491923,0.353553391
502,502,2006,C02,16.94444444,0.333333333,0.401386245,2.333333333,0.619371551,Species2,-0.551562023,0.15713484
503,503,2006,C46,15.63555556,0,0.116728968,0.333333333,0.995289859,Species2,-0.770054748,0.3
544,544,2013,C36,15.49333333,0.615384615,0.132328066,3,0.303532441,Species2,0.779475406,0.134932003
546,546,2013,C17,15.85555556,0.25,0.148014743,2.5,0.341231497,Species2,0.441748135,0.096824584
547,547,2013,C18,15.85555556,0.125,-0.381864311,7.5,0.325187395,Species2,1.31693445,0.116926793
549,549,2013,C20,15.11111111,0,0.612375039,5.35,0.510556371,Species2,-0.884412973,0.134164079
550,550,2013,C37,15.02666667,0.529411765,0.15964256,3,0.327669919,Species2,0.206930276,0.121057825
551,551,2013,C01,15.11111111,0,0.464164067,3.928571429,0.509756186,Species2,-0.397357075,0.15
552,552,2013,C78,15.49333333,0.692307692,-0.369833808,2.5,0.608453319,Species2,-0.943099046,0.128007738
554,554,2013,C49,15.11111111,0.272727273,-0.255719456,2.5,0.468566994,Species2,-0.134132097,0.134281627
555,555,2013,C82,14.43111111,0.230769231,1.354900952,0.75,2.615924796,Species2,1.026446074,0.116854542
556,556,2013,C66,14.56,0,0.447643531,4.166666667,0.489476316,Species2,-2.687949775,0.134164079
557,557,2013,C13,14.62888889,0.5,0.322398509,1.25,0.74516911,Species2,3.928726421,0.25
558,558,2013,C19,15.49333333,0.214285714,0.132436194,3,0.289336734,Species2,0.29727343,0.109664211
560,560,2013,C06,14.16444444,0.2,0.648783257,3.066666667,0.747256775,Species2,0.725028407,0.08
561,561,2013,C69,15.29111111,0.181818182,1.054752831,6.571428571,0.688921444,Species2,-0.377471544,0.1162913
562,562,2013,C31,14.83111111,0.25,-0.051507359,0.8,0.356033511,Species2,-0.142592459,0.216506351
564,564,2013,C47,14.10222222,0.166666667,-0.036466114,0.15,0.763347657,Species2,0.596300907,0.152145155
568,568,2013,C02,15.29111111,0.125,-0.687943353,5.5,0.572511738,Species2,1.309965211,0.116926793
569,569,2013,C56,15.52,0,0.027061256,0.2,0.588546357,Species2,-0.116767824,0.134164079
571,571,2013,C75,14.16444444,0.2,0,1.00E-04,5.017279837,Species2,0.380054641,0.178885438
572,572,2013,C04,15.49333333,0.285714286,0.221037269,1.5,0.587067224,Species2,0.366666106,0.170746944
573,573,2013,C24,14.62888889,0,0.234207603,1,0.789392086,Species2,1.126668853,0.3
574,574,2013,C09,15.11111111,0.428571429,-0.141443594,0.5,0.793643279,Species2,-2.83104473,0.187043906
575,575,2013,C79,15.68666667,0,-0.785265611,9,0.450578829,Species2,2.236033167,0.15
577,577,2004,C02,15.63928571,0.285714286,-4.206209303,2,0.539419763,Species3,-2.830047175,0.170746944
578,578,2004,C13,15.69285714,0,0.676142843,0.333333333,2.232752365,Species3,-2.104459433,0.3
579,579,2004,C19,15.56071429,0.125,0.09447586,2,0.295239772,Species3,-1.443230722,0.116926793
580,580,2004,C56,15.96607143,0.666666667,0,1.00E-04,4.881052141,Species3,-0.788752172,0.15713484
582,582,2004,C24,15.69285714,0,0,1.00E-04,4.221054496,Species3,1.463902638,0.3
585,585,2004,C61,15.97857143,0.5,-0.114790555,0.418181818,0.796754832,Species3,3.35224847,0.353553391
590,590,2004,C55,15.97857143,0,-0.969242591,5,0.717690836,Species3,1.759458945,0.134164079
591,591,2004,C31,15.7625,0,0.04805917,0.066666667,3.89436807,Species3,-0.505350256,0.212132034
594,594,2004,C60,16.09642857,0.142857143,0.563179294,11.5,0.31817804,Species3,-0.080112973,0.132260014
595,595,1995,C09,16.08214286,1,-1.677338687,4.5,2.243103739,Species3,1.075732199,0
597,597,1995,C07,15.62678571,0,-0.31287999,0.433333333,2.868890622,Species3,1.448623641,0.173205081
598,598,1995,C08,16.47857143,0.5,-0.020586335,0.079365079,0.795978033,Species3,-1.099944269,0.353553391
599,599,1995,C04,16.34464286,0,0.179414759,1,0.61449003,Species3,1.660384018,0.134164079
600,600,2000,C14,14.62142857,0,0.100512834,0.708333333,0.567004259,Species3,-0.510572411,0.3
601,601,2000,C24,14.82142857,0,0,1.00E-04,0,Species3,-1.046697473,0.3
602,602,2000,C08,15.10178571,0.75,0.039306051,0.136363636,0.796754832,Species3,2.666257056,0.216506351
604,604,2000,C26,15.17321429,0,0.460554501,3,0.538812314,Species3,1.054533601,0.173205081
607,607,2000,C02,15.02678571,1,-4.206209303,2,0.539419763,Species3,-2.84552539,0
608,608,2000,C11,15.02678571,0,0,1.00E-04,0,Species3,-1.367444144,0.3
611,611,1996,C19,15.38571429,0.333333333,-0.531392237,11,0.327660609,Species3,0.741750444,0.15713484
612,612,1996,C06,14.86071429,0,0,1.00E-04,0,Species3,9.830202947,0.3
613,613,1996,C10,15.76607143,0,0.116715143,1,0.476848152,Species3,0.307495144,0.122474487
615,615,1996,C08,15.7625,0.2,0.202952993,0.858585859,0.81477348,Species3,-0.695571673,0.178885438
616,616,1996,C04,15.38571429,0,0,1.00E-04,0.61449003,Species3,1.284929404,0.113389342
617,617,1996,C26,15.55892857,0.285714286,0,1.00E-04,0.609275934,Species3,-2.478041536,0.170746944
618,618,1996,C11,15.35714286,0,0,1.00E-04,2.444632751,Species3,3.95918149,0.3
619,619,1996,C16,15.58928571,0,0.395979529,0.666666667,2.321829819,Species3,6.347515276,0.3
622,622,1997,C19,16.14464286,0.142857143,-0.173622938,2.5,0.373435734,Species3,0.639992671,0.132260014
626,626,1997,C08,16.275,0,-0.326792411,1.303030303,0.800735589,Species3,1.954890253,0.3
629,629,1997,C25,16.125,0,0.152045245,0.5,0.875858922,Species3,-0.560597959,0.3
632,632,1997,C37,16.31785714,0,-4.194282238,2,0.539301727,Species3,2.422112325,0.3
633,633,1999,C09,16.08035714,0,0.598469994,1.666666667,1.158512936,Species3,1.484990749,0.3
634,634,1999,C06,15.85,0,-5.017279837,0.5,2.853555132,Species3,1.471980192,0.3
636,636,1999,C48,16.46785714,1,0.039581057,0.285714286,0.528655035,Species3,-3.613352093,0
637,637,1999,C08,16.43214286,1,0.018885295,0.063636364,0.872604731,Species3,-0.350707791,0
639,639,1999,C25,16.42678571,0,0.533713439,2.5,0.77043928,Species3,-0.965000344,0.173205081
640,640,1999,C07,15.88928571,0,3.962002938,0.666666667,2.180553098,Species3,1.646789067,0.212132034
642,642,1999,C19,16.20178571,0,-2.244700749,10,1.237733906,Species3,0.515535924,0.106066017
643,643,1999,C04,16.20178571,0.285714286,-0.580016348,4,0.610993444,Species3,2.836562647,0.170746944
645,645,1999,C32,16.43214286,0,-0.101682867,0.446428571,0.760243084,Species3,-7.651810109,0.3
647,647,1999,C02,16.03928571,1,-0.504846684,1.333333333,0.993074195,Species3,0.691830224,0
649,649,1998,C06,15.3625,0,5.017279837,0.5,2.853555132,Species3,6.366734794,0.3
651,651,1998,C04,15.65892857,0.3,0.647766031,4.333333333,0.580814935,Species3,2.475733721,0.144913767
652,652,1998,C08,15.69821429,1,-0.009936764,0.033333333,0.696987523,Species3,-2.069448814,0
653,653,1998,C26,15.6,0.666666667,0.576577857,4,0.604321779,Species3,3.631027428,0.272165527
655,655,1998,C23,15.96071429,0,0.013842258,0.5,0.226296531,Species3,1.92071319,0.212132034
656,656,1998,C25,15.6875,0,0,1.00E-04,0.763219909,Species3,2.80859631,0.3
657,657,1998,C19,15.65892857,0.142857143,-0.164503887,2,0.405338685,Species3,-1.781501037,0.132260014
658,658,1998,C11,15.65,0,-5.814758771,31.75,0.175869232,Species3,7.913144806,0.212132034
659,659,1998,C02,15.65,1,0.78757347,1.833333333,2.303347224,Species3,-2.93890229,0
660,660,1998,C20,15.525,0,-0.39282776,1,1.102879619,Species3,-1.220592363,0.3
669,669,2003,C48,18.48928571,0.5,0.268929954,1.875,0.542485811,Species3,-0.50347845,0.353553391
670,670,2003,C13,17.88392857,0,-0.676142843,0.333333333,2.778210779,Species3,-1.48994483,0.212132034
672,672,2003,C19,17.85357143,0.222222222,-0.221307129,5,0.293422997,Species3,-0.024595419,0.138579903
673,673,2003,C56,18.39642857,0.666666667,-0.397961465,0.166666667,4.881052141,Species3,1.101960674,0.15713484
676,676,2003,C02,17.825,0,0.678354382,1,2.442281843,Species3,-7.271410047,0.212132034
677,677,2003,C24,17.88392857,0,0.678570781,0.5,2.79630577,Species3,1.383774525,0.173205081
679,679,2003,C55,18.44107143,0,0.771928737,4.333333333,0.672737827,Species3,1.170523272,0.3
712,712,2013,C79,16.63214286,0,-0.127022395,3,0.307174796,Species3,1.807684258,0.173205081
714,714,2013,C17,16.64642857,0.083333333,0.285224938,12,0.215427619,Species3,0.850167336,0.079785592
715,715,2013,C18,16.64642857,0.058823529,0.188515613,9.5,0.18936228,Species3,-0.185568346,0.057067206
717,717,2013,C49,16.01964286,0.5,0.598919013,2.5,0.749662429,Species3,0.030099708,0.353553391
718,718,2013,C82,15.28928571,0.095238095,0.691295196,1,3.490933344,Species3,0.534201377,0.064056448
719,719,2013,C01,16.01964286,1,0.703067222,6.261904762,0.530781319,Species3,1.970461606,0
720,720,2013,C04,16.33392857,0,-0.131967442,1,0.542028449,Species3,0.244690129,0.090453403
721,721,2013,C06,15.09464286,0,-6.398594935,2,0.548197496,Species3,-1.068813374,0.134164079
723,723,2013,C66,15.48392857,0,0.286667172,1.5,0.656226842,Species3,0.463802521,0.134164079
724,724,2013,C19,16.33392857,0.166666667,-0.461200599,13,0.274458747,Species3,-0.583603577,0.107582871
725,725,2013,C78,16.33392857,0,0.042110714,0.333333333,0.522387884,Species3,-1.887504556,0.122474487
727,727,2013,C47,14.9875,0,-0.134822227,0.533333333,0.796965779,Species3,1.676968401,0.3
730,730,2013,C09,16.01964286,0.5,-0.194870398,0.714285714,0.876411073,Species3,-1.335997989,0.353553391
731,731,2013,C69,16.16428571,1,1.20437416,2.833333333,2.228601269,Species3,2.989358192,0
732,732,2013,C36,16.33392857,0,-0.460827396,13,0.264265819,Species3,1.313906011,0.3
734,734,2013,C24,15.475,0,0.193407561,0.75,0.743290901,Species3,2.032935273,0.212132034
736,736,2013,C31,15.73392857,0,-0.280799827,1.033333333,0.812117686,Species3,3.454821843,0.3
737,737,2013,C37,16.09464286,1,2.275477499,9,2.149651786,Species3,-1.806202827,0
738,738,2013,C02,16.16428571,0,-0.180326594,0.5,0.963864494,Species3,-2.116179941,0.3
739,739,2013,C56,16.48928571,0.2,-1.083548273,0.666666667,2.785198796,Species3,-0.540481744,0.178885438
741,741,2005,C02,16.30714286,0.25,4.026863864,1.666666667,2.303347224,Species3,6.092642388,0.216506351
746,746,2005,C55,16.73928571,0,0,1.00E-04,0.981064635,Species3,5.947335952,0.3
750,750,2005,C19,16.25535714,0.333333333,-0.255377213,5,0.334643586,Species3,-0.586028962,0.272165527
751,751,2005,C60,17.31607143,0.4,0.139566564,4,0.271040287,Species3,-4.010106222,0.219089023
752,752,2005,C56,16.75535714,0.714285714,1.369331287,1,2.785198796,Species3,0.562812052,0.120736322
754,754,2005,C32,16.73928571,0,0,1.00E-04,0.685572693,Species3,1.828828316,0.212132034
756,756,2010,C47,16.78392857,0,0.116608079,0.333333333,0.993903336,Species3,-4.218697235,0.212132034
757,757,2010,C30,17.75535714,0,0.249405677,2,0.509720984,Species3,-0.529769408,0.212132034
759,759,2010,C49,17.29464286,0,0.94961575,8,0.596617713,Species3,0.318368919,0.212132034
760,760,2010,C66,16.85535714,0,0.688595135,2,0.888321531,Species3,-3.973743728,0.212132034
762,762,2010,C19,17.8625,0.666666667,0.181095399,5,0.267320593,Species3,-0.905074039,0.272165527
763,763,2010,C78,17.8625,0,0,1.00E-04,0.629989906,Species3,0.788561356,0.113389342
764,764,2010,C69,17.68571429,1,-0.191793075,0.553571429,0.882415482,Species3,1.891341301,0
765,765,2010,C20,17.29464286,1,0.188055922,1.294117647,0.589528557,Species3,4.680302471,0
768,768,2010,C04,17.8625,0.142857143,-0.063808373,0.5,0.538351918,Species3,2.016428461,0.132260014
771,771,2010,C01,17.29464286,0.666666667,-0.006553576,0.0625,0.487015593,Species3,-0.054771639,0.272165527
772,772,2010,C13,17.05178571,0,0.153324239,0.333333333,1.145223937,Species3,-2.494461897,0.134164079
775,775,2010,C09,17.29464286,0,0.180740602,0.714285714,0.796829512,Species3,-0.880700922,0.15
776,776,2010,C02,17.68571429,0,1.159007003,11,0.573060706,Species3,4.943181522,0.212132034
777,777,2010,C31,16.87142857,0,0.585763698,1.45,2.090164486,Species3,0.846438526,0.212132034
778,778,2010,C36,17.8625,0,0.180948012,5,0.273896688,Species3,-0.271042612,0.134164079
779,779,2010,C56,17.85357143,0.307692308,1.244629621,1.666666667,2.987296119,Species3,-0.603147115,0.128007738
781,781,2010,C65,18.35892857,0.5,-0.183194022,1.466666667,0.546732485,Species3,-1.271276409,0.353553391
784,784,2010,C24,17.05178571,0.333333333,0.285831393,0.666666667,1.143532122,Species3,-2.591127599,0.272165527
786,786,2006,C30,18.275,0,0.233865056,1.333333333,0.649485125,Species3,6.431304894,0.3
787,787,2006,C66,17.41785714,0,-0.15328259,0.5,0.887566317,Species3,-0.405493042,0.15
788,788,2006,C19,18.17678571,0.2,-0.12372749,2,0.371606791,Species3,1.501547038,0.178885438
791,791,2006,C02,17.78214286,0,0.179345439,0.333333333,2.394653918,Species3,3.040105545,0.212132034
794,794,2006,C09,17.51428571,0,0.036053941,0.142857143,0.764170262,Species3,0.287148735,0.173205081
795,795,2006,C13,17.29107143,0,-0.399732128,0.333333333,4.46550473,Species3,-1.553583799,0.122474487
796,796,2006,C55,18.66428571,0,0,1.00E-04,0.981064635,Species3,-3.962301994,0.3
797,797,2006,C60,18.91428571,1,-0.579182881,13.5,0.311397679,Species3,-2.968241319,0
798,798,2006,C56,18.31428571,0.5,-1.369331287,1,2.785198796,Species3,-3.027046039,0.25
799,799,2006,C11,17.78214286,0,0.685323381,6,0.556583607,Species3,1.753991487,0.3
801,801,2006,C32,18.66428571,0.428571429,0.058288529,0.285714286,0.734341935,Species3,-0.037688797,0.187043906
809,809,2007,C13,16.74464286,0,-4.065772602,0.666666667,2.232752365,Species3,-1.238953939,0.212132034
813,813,2007,C56,17.00178571,0.363636364,0,1.00E-04,4.881052141,Species3,-1.200259888,0.145040734
814,814,2007,C69,16.91964286,1,-0.237268088,2.333333333,0.46479951,Species3,-0.549404453,0
816,816,2007,C02,16.91964286,0.666666667,0.685667904,2,0.960207733,Species3,-0.395471489,0.272165527
817,817,2007,C32,17.06785714,0,0.180802063,1,0.62078204,Species3,-1.881567959,0.3
818,818,2007,C31,16.47321429,0,-0.378635286,0.7,2.630100947,Species3,-2.200734035,0.3
820,820,2011,C66,15.4375,0,0.808392319,5,0.654005174,Species3,-3.38134904,0.15
823,823,2011,C36,15.89107143,0,0.094685217,3,0.242235391,Species3,-2.046658141,0.15
824,824,2011,C78,15.89107143,0,0.310148905,2.333333333,0.522712126,Species3,-1.866782649,0.113389342
